county,births_2022,deaths_2022,domestic_mig_2022,gq_estimates_2022,international_mig_2022,n_pop_chg_2022,natural_chg_2022,net_mig_2022,pop_estimate_2022,r_birth_2022,r_death_2022,r_domestic_mig_2022,r_international_mig_2022,r_natural_chg_2022,r_net_mig_2022,residual_2022,civilian_labor_force_2022,employed_2022,med_hh_income_percent_of_state_total_2022,median_household_income_2022,unemployed_2022,unemployment_rate_2022,state
licking county,1927.0,2185.0,1847.0,3795.0,155.0,1744.0,-258.0,2002.0,181765.0,10.7,12.1,10.2,0.9,-1.4,11.1,0.0,,,,,,,
"licking county, oh",,,,,,,,,,,,,,,,,91692.0,88549.0,116.4,76596.0,3143.0,3.4,
limestone county,1189.0,1142.0,3255.0,3076.0,99.0,3565.0,47.0,3354.0,110868.0,10.9,10.5,29.8,0.9,0.4,30.7,164.0,,,,,,,
"limestone county, al",,,,,,,,,,,,,,,,,48438.0,47454.0,139.3,83159.0,984.0,2.0,
"limestone county, tx",,,,,,,,,,,,,,,,,8455.0,8064.0,71.1,51357.0,391.0,4.6,
lincoln county,101.0,178.0,-187.0,3887.0,-1.0,-258.0,-77.0,-188.0,12910.0,7.7,13.7,-14.3,-0.1,-5.9,-14.4,7.0,,,,,,,
"lincoln county, ar",,,,,,,,,,,,,,,,,3680.0,3521.0,87.0,48311.0,159.0,4.3,
"lincoln county, co",,,,,,,,,,,,,,,,,2197.0,2134.0,61.0,54345.0,63.0,2.9,
"lincoln county, ga",,,,,,,,,,,,,,,,,3500.0,3374.0,95.9,69776.0,126.0,3.6,
"lincoln county, id",,,,,,,,,,,,,,,,,2465.0,2363.0,84.9,61658.0,102.0,4.1,
"lincoln county, ks",,,,,,,,,,,,,,,,,1683.0,1644.0,84.3,58049.0,39.0,2.3,
"lincoln county, ky",,,,,,,,,,,,,,,,,9297.0,8843.0,84.1,49814.0,454.0,4.9,
"lincoln county, me",,,,,,,,,,,,,,,,,16780.0,16316.0,104.6,72657.0,464.0,2.8,
"lincoln county, mn",,,,,,,,,,,,,,,,,3025.0,2942.0,78.8,64860.0,83.0,2.7,
"lincoln county, mo",,,,,,,,,,,,,,,,,29069.0,28278.0,120.3,77913.0,791.0,2.7,
"lincoln county, ms",,,,,,,,,,,,,,,,,14764.0,14229.0,92.1,48596.0,535.0,3.6,
"lincoln county, mt",,,,,,,,,,,,,,,,,8586.0,8165.0,71.3,48432.0,421.0,4.9,
"lincoln county, nc",,,,,,,,,,,,,,,,,46385.0,44910.0,116.4,78615.0,1475.0,3.2,
"lincoln county, ne",,,,,,,,,,,,,,,,,18408.0,18031.0,89.4,62442.0,377.0,2.0,
"lincoln county, nm",,,,,,,,,,,,,,,,,8846.0,8487.0,90.8,54344.0,359.0,4.1,
"lincoln county, nv",,,,,,,,,,,,,,,,,2049.0,1971.0,88.4,63978.0,78.0,3.8,
"lincoln county, ok",,,,,,,,,,,,,,,,,16368.0,15863.0,92.1,54922.0,505.0,3.1,
"lincoln county, or",,,,,,,,,,,,,,,,,20917.0,19899.0,75.6,57216.0,1018.0,4.9,
"lincoln county, sd",,,,,,,,,,,,,,,,,37550.0,36946.0,139.4,98387.0,604.0,1.6,
"lincoln county, tn",,,,,,,,,,,,,,,,,16660.0,16123.0,94.4,61591.0,537.0,3.2,
"lincoln county, wa",,,,,,,,,,,,,,,,,4608.0,4373.0,74.9,68318.0,235.0,5.1,
"lincoln county, wi",,,,,,,,,,,,,,,,,14656.0,14204.0,83.9,59637.0,452.0,3.1,
"lincoln county, wv",,,,,,,,,,,,,,,,,6964.0,6612.0,80.8,43727.0,352.0,5.1,
"lincoln county, wy",,,,,,,,,,,,,,,,,9723.0,9406.0,130.5,93044.0,317.0,3.3,
lincoln parish,464.0,491.0,-107.0,5284.0,19.0,-130.0,-27.0,-88.0,47980.0,9.7,10.2,-2.2,0.4,-0.6,-1.8,-15.0,,,,,,,
"lincoln parish, la",,,,,,,,,,,,,,,,,21159.0,20419.0,80.7,44752.0,740.0,3.5,
linn county,2590.0,2295.0,-1529.0,5491.0,769.0,-505.0,295.0,-760.0,228940.0,11.3,10.0,-6.7,3.4,1.3,-3.3,-40.0,,,,,,,
"linn county, ia",,,,,,,,,,,,,,,,,120784.0,116971.0,106.3,74134.0,3813.0,3.2,
"linn county, ks",,,,,,,,,,,,,,,,,4370.0,4201.0,86.7,59651.0,169.0,3.9,
"linn county, mo",,,,,,,,,,,,,,,,,5042.0,4887.0,81.6,52831.0,155.0,3.1,
"linn county, or",,,,,,,,,,,,,,,,,61099.0,58440.0,88.9,67265.0,2659.0,4.4,
lipscomb county,38.0,40.0,-61.0,35.0,10.0,-49.0,-2.0,-51.0,2846.0,13.2,13.9,-21.3,3.5,-0.7,-17.8,4.0,,,,,,,
"lipscomb county, tx",,,,,,,,,,,,,,,,,1467.0,1421.0,97.2,70236.0,46.0,3.1,
"litchfield county, ct",,,,,,,,,,,,,,,,,104825.0,100839.0,,,3986.0,3.8,
little river county,147.0,201.0,-43.0,174.0,-2.0,-108.0,-54.0,-45.0,11865.0,12.3,16.9,-3.6,-0.2,-4.5,-3.8,-9.0,,,,,,,
"little river county, ar",,,,,,,,,,,,,,,,,5140.0,4947.0,88.1,48883.0,193.0,3.8,
live oak county,94.0,159.0,173.0,1644.0,41.0,155.0,-65.0,214.0,11541.0,8.2,13.9,15.1,3.6,-5.7,18.7,6.0,,,,,,,
"live oak county, tx",,,,,,,,,,,,,,,,,4884.0,4678.0,81.0,58576.0,206.0,4.2,
livingston county,384.0,497.0,-147.0,1808.0,17.0,-252.0,-113.0,-130.0,35517.0,10.8,13.9,-4.1,0.5,-3.2,-3.6,-9.0,,,,,,,
"livingston county, il",,,,,,,,,,,,,,,,,15570.0,14931.0,97.0,74418.0,639.0,4.1,
"livingston county, ky",,,,,,,,,,,,,,,,,3626.0,3447.0,93.4,55355.0,179.0,4.9,
"livingston county, mi",,,,,,,,,,,,,,,,,103422.0,100456.0,151.3,101227.0,2966.0,2.9,
"livingston county, mo",,,,,,,,,,,,,,,,,7118.0,6972.0,87.5,56654.0,146.0,2.1,
"livingston county, ny",,,,,,,,,,,,,,,,,30200.0,29184.0,94.5,75077.0,1016.0,3.4,
livingston parish,1864.0,1581.0,1506.0,1046.0,158.0,1935.0,283.0,1664.0,148056.0,12.7,10.7,10.2,1.1,1.9,11.3,-12.0,,,,,,,
"livingston parish, la",,,,,,,,,,,,,,,,,71405.0,69374.0,131.4,72887.0,2031.0,2.8,
llano county,221.0,410.0,687.0,170.0,37.0,567.0,-189.0,724.0,22623.0,9.9,18.4,30.8,1.7,-8.5,32.4,32.0,,,,,,,
"llano county, tx",,,,,,,,,,,,,,,,,9353.0,8993.0,82.4,59528.0,360.0,3.8,
logan county,258.0,386.0,153.0,370.0,1.0,29.0,-128.0,154.0,21258.0,12.1,18.2,7.2,0.0,-6.0,7.2,3.0,,,,,,,
"logan county, ar",,,,,,,,,,,,,,,,,8232.0,7927.0,87.4,48510.0,305.0,3.7,
"logan county, co",,,,,,,,,,,,,,,,,10105.0,9821.0,66.2,58976.0,284.0,2.8,
"logan county, il",,,,,,,,,,,,,,,,,11561.0,11053.0,70.1,53775.0,508.0,4.4,
"logan county, ks",,,,,,,,,,,,,,,,,1624.0,1595.0,91.8,63204.0,29.0,1.8,
"logan county, ky",,,,,,,,,,,,,,,,,12222.0,11779.0,95.9,56823.0,443.0,3.6,
"logan county, nd",,,,,,,,,,,,,,,,,866.0,848.0,82.9,60695.0,18.0,2.1,
"logan county, ne",,,,,,,,,,,,,,,,,483.0,473.0,98.4,68723.0,10.0,2.1,
"logan county, oh",,,,,,,,,,,,,,,,,22525.0,21746.0,94.9,62449.0,779.0,3.5,
"logan county, ok",,,,,,,,,,,,,,,,,23590.0,22946.0,128.0,76331.0,644.0,2.7,
"logan county, wv",,,,,,,,,,,,,,,,,11065.0,10588.0,78.8,42615.0,477.0,4.3,
"loiza municipio, pr",,,,,,,,,,,,,,,,,8999.0,8483.0,,,516.0,5.7,
long county,298.0,153.0,1074.0,295.0,9.0,1287.0,145.0,1083.0,18395.0,16.8,8.6,60.5,0.5,8.2,61.0,59.0,,,,,,,
"long county, ga",,,,,,,,,,,,,,,,,8428.0,8157.0,98.0,71285.0,271.0,3.2,
lonoke county,891.0,861.0,420.0,720.0,26.0,429.0,30.0,446.0,75199.0,11.9,11.5,5.6,0.3,0.4,5.9,-47.0,,,,,,,
"lonoke county, ar",,,,,,,,,,,,,,,,,34233.0,33300.0,119.2,66160.0,933.0,2.7,
lorain county,3192.0,4082.0,2484.0,7980.0,298.0,1815.0,-890.0,2782.0,316031.0,10.1,13.0,7.9,0.9,-2.8,8.8,-77.0,,,,,,,
"lorain county, oh",,,,,,,,,,,,,,,,,154121.0,146477.0,102.0,67124.0,7644.0,5.0,
los alamos county,170.0,146.0,-301.0,65.0,157.0,-117.0,24.0,-144.0,19273.0,8.8,7.6,-15.6,8.1,1.2,-7.4,3.0,,,,,,,
"los alamos county, nm",,,,,,,,,,,,,,,,,10579.0,10345.0,232.6,139217.0,234.0,2.2,
los angeles county,96988.0,77365.0,-143724.0,203386.0,34341.0,-89697.0,19623.0,-109383.0,9719765.0,9.9,7.9,-14.7,3.5,2.0,-11.2,63.0,,,,,,,
"los angeles county, ca",,,,,,,,,,,,,,,,,5013363.0,4764528.0,90.1,82455.0,248835.0,5.0,
loudon county,540.0,854.0,1659.0,501.0,38.0,1459.0,-314.0,1697.0,58244.0,9.4,14.8,28.8,0.7,-5.5,29.5,76.0,,,,,,,
"loudon county, tn",,,,,,,,,,,,,,,,,24444.0,23649.0,122.2,79683.0,795.0,3.3,
loudoun county,5001.0,1759.0,-1770.0,1237.0,2586.0,4028.0,3242.0,816.0,432792.0,11.6,4.1,-4.1,6.0,7.5,1.9,-30.0,,,,,,,
"loudoun county, va",,,,,,,,,,,,,,,,,232059.0,226714.0,195.3,167605.0,5345.0,2.3,
louisa county,109.0,128.0,-132.0,121.0,41.0,-107.0,-19.0,-91.0,10617.0,10.2,12.0,-12.4,3.8,-1.8,-8.5,3.0,,,,,,,
"louisa county, ia",,,,,,,,,,,,,,,,,5901.0,5713.0,101.8,70953.0,188.0,3.2,
"louisa county, va",,,,,,,,,,,,,,,,,20764.0,20218.0,84.5,72569.0,546.0,2.6,
loup county,3.0,4.0,-2.0,0.0,0.0,-3.0,-1.0,-2.0,601.0,5.0,6.6,-3.3,0.0,-1.7,-3.3,0.0,,,,,,,
"loup county, ne",,,,,,,,,,,,,,,,,410.0,400.0,86.6,60487.0,10.0,2.4,
love county,102.0,149.0,-19.0,77.0,9.0,-63.0,-47.0,-10.0,10174.0,10.0,14.6,-1.9,0.9,-4.6,-1.0,-6.0,,,,,,,
"love county, ok",,,,,,,,,,,,,,,,,5920.0,5777.0,108.5,64723.0,143.0,2.4,
loving county,0.0,4.0,-6.0,0.0,0.0,-10.0,-4.0,-6.0,44.0,0.0,81.6,-122.4,0.0,-81.6,-122.4,0.0,,,,,,,
"loving county, tx",,,,,,,,,,,,,,,,,866.0,861.0,131.0,94716.0,5.0,0.6,
lower connecticut river valley planning region,1442.0,1800.0,620.0,6521.0,383.0,552.0,-358.0,1003.0,175982.0,8.2,10.2,3.5,2.2,-2.0,5.7,-93.0,,,,,,,
"lower connecticut river valley planning region, ct",,,,,,,,,,,,,,,,,,,112.9,99557.0,,,
lowndes county,121.0,187.0,-94.0,183.0,0.0,-162.0,-66.0,-94.0,9783.0,12.3,19.0,-9.5,0.0,-6.7,-9.5,-2.0,,,,,,,
"lowndes county, al",,,,,,,,,,,,,,,,,3486.0,3309.0,70.8,42268.0,177.0,5.1,
"lowndes county, ga",,,,,,,,,,,,,,,,,50175.0,48471.0,72.3,52623.0,1704.0,3.4,
"lowndes county, ms",,,,,,,,,,,,,,,,,24478.0,23494.0,93.5,49344.0,984.0,4.0,
loíza municipio,,,,,,,,,22646.0,,,,,,,,,,,,,,
lubbock county,4074.0,3284.0,1624.0,11430.0,832.0,3119.0,790.0,2456.0,317761.0,12.9,10.4,5.1,2.6,2.5,7.8,-127.0,,,,,,,
"lubbock county, tx",,,,,,,,,,,,,,,,,163437.0,157861.0,81.8,59138.0,5576.0,3.4,
lucas county,113.0,131.0,13.0,64.0,5.0,-4.0,-18.0,18.0,8702.0,13.0,15.1,1.5,0.6,-2.1,2.1,-4.0,,,,,,,
"lucas county, ia",,,,,,,,,,,,,,,,,4630.0,4527.0,86.4,60245.0,103.0,2.2,
"lucas county, oh",,,,,,,,,,,,,,,,,202831.0,193865.0,88.1,57971.0,8966.0,4.4,
luce county,56.0,86.0,303.0,1025.0,-1.0,297.0,-30.0,302.0,6274.0,9.1,14.0,49.5,-0.2,-4.9,49.3,25.0,,,,,,,
"luce county, mi",,,,,,,,,,,,,,,,,2142.0,2013.0,73.8,49371.0,129.0,6.0,
lumpkin county,333.0,420.0,1721.0,3872.0,77.0,1863.0,-87.0,1798.0,34706.0,9.9,12.4,51.0,2.3,-2.6,53.2,152.0,,,,,,,
"lumpkin county, ga",,,,,,,,,,,,,,,,,17974.0,17510.0,98.3,71486.0,464.0,2.6,
luna county,328.0,432.0,217.0,788.0,109.0,222.0,-104.0,326.0,25693.0,12.8,16.9,8.5,4.3,-4.1,12.7,0.0,,,,,,,
"luna county, nm",,,,,,,,,,,,,,,,,9845.0,8861.0,64.8,38796.0,984.0,10.0,
lunenburg county,114.0,179.0,49.0,984.0,23.0,1.0,-65.0,72.0,12002.0,9.5,14.9,4.1,1.9,-5.4,6.0,-6.0,,,,,,,
"lunenburg county, va",,,,,,,,,,,,,,,,,5167.0,4994.0,55.5,47660.0,173.0,3.3,
luquillo municipio,,,,,,,,,17438.0,,,,,,,,,,,,,,
"luquillo municipio, pr",,,,,,,,,,,,,,,,,6636.0,6242.0,,,394.0,5.9,
luzerne county,3199.0,4613.0,1202.0,10777.0,953.0,554.0,-1414.0,2155.0,326496.0,9.8,14.1,3.7,2.9,-4.3,6.6,-187.0,,,,,,,
"luzerne county, pa",,,,,,,,,,,,,,,,,157927.0,150080.0,82.7,59358.0,7847.0,5.0,
lycoming county,1011.0,1584.0,7.0,5145.0,106.0,-527.0,-573.0,113.0,113034.0,8.9,14.0,0.1,0.9,-5.1,1.0,-67.0,,,,,,,
"lycoming county, pa",,,,,,,,,,,,,,,,,54945.0,52510.0,86.0,61729.0,2435.0,4.4,
lyman county,65.0,51.0,-90.0,88.0,13.0,-58.0,14.0,-77.0,3705.0,17.4,13.7,-24.1,3.5,3.7,-20.6,5.0,,,,,,,
"lyman county, sd",,,,,,,,,,,,,,,,,1687.0,1645.0,76.8,54199.0,42.0,2.5,
lynchburg city,1192.0,982.0,-207.0,10675.0,170.0,114.0,210.0,-37.0,79228.0,15.1,12.4,-2.6,2.1,2.7,-0.5,-59.0,,,,,,,
"lynchburg city, va",,,,,,,,,,,,,,,,,35533.0,34185.0,58.8,50494.0,1348.0,3.8,
lynn county,84.0,86.0,91.0,38.0,2.0,93.0,-2.0,93.0,5738.0,14.8,15.1,16.0,0.4,-0.4,16.3,2.0,,,,,,,
"lynn county, tx",,,,,,,,,,,,,,,,,2870.0,2767.0,78.5,56754.0,103.0,3.6,
lyon county,190.0,109.0,49.0,176.0,14.0,137.0,81.0,63.0,12177.0,15.7,9.0,4.0,1.2,6.7,5.2,-7.0,,,,,,,
"lyon county, ia",,,,,,,,,,,,,,,,,7078.0,6946.0,106.2,74061.0,132.0,1.9,
"lyon county, ks",,,,,,,,,,,,,,,,,17072.0,16647.0,81.2,55863.0,425.0,2.5,
"lyon county, ky",,,,,,,,,,,,,,,,,3139.0,3001.0,99.5,58938.0,138.0,4.4,
"lyon county, mn",,,,,,,,,,,,,,,,,14375.0,14033.0,86.2,70958.0,342.0,2.4,
"lyon county, nv",,,,,,,,,,,,,,,,,23568.0,22454.0,103.3,74741.0,1114.0,4.7,
mackinac county,83.0,198.0,123.0,122.0,47.0,55.0,-115.0,170.0,10962.0,7.6,18.1,11.2,4.3,-10.5,15.5,0.0,,,,,,,
"mackinac county, mi",,,,,,,,,,,,,,,,,5158.0,4704.0,85.1,56942.0,454.0,8.8,
macomb county,8739.0,10618.0,-2630.0,7729.0,1444.0,-3411.0,-1879.0,-1186.0,874235.0,10.0,12.1,-3.0,1.6,-2.1,-1.4,-346.0,,,,,,,
"macomb county, mi",,,,,,,,,,,,,,,,,443204.0,426693.0,110.5,73927.0,16511.0,3.7,
macon county,162.0,257.0,-287.0,2048.0,8.0,-373.0,-95.0,-279.0,18532.0,8.7,13.7,-15.3,0.4,-5.1,-14.9,1.0,,,,,,,
"macon county, al",,,,,,,,,,,,,,,,,7824.0,7533.0,61.3,36601.0,291.0,3.7,
"macon county, ga",,,,,,,,,,,,,,,,,4523.0,4328.0,55.1,40089.0,195.0,4.3,
"macon county, il",,,,,,,,,,,,,,,,,45550.0,42920.0,79.0,60648.0,2630.0,5.8,
"macon county, mo",,,,,,,,,,,,,,,,,7091.0,6904.0,81.6,52847.0,187.0,2.6,
"macon county, nc",,,,,,,,,,,,,,,,,15986.0,15424.0,79.7,53832.0,562.0,3.5,
"macon county, tn",,,,,,,,,,,,,,,,,11678.0,11320.0,87.1,56817.0,358.0,3.1,
macoupin county,395.0,677.0,-91.0,874.0,20.0,-369.0,-282.0,-71.0,44123.0,8.9,15.3,-2.1,0.5,-6.4,-1.6,-16.0,,,,,,,
"macoupin county, il",,,,,,,,,,,,,,,,,22044.0,21181.0,91.1,69880.0,863.0,3.9,
madera county,2110.0,1458.0,736.0,6555.0,30.0,1363.0,652.0,766.0,160329.0,13.2,9.1,4.6,0.2,4.1,4.8,-55.0,,,,,,,
"madera county, ca",,,,,,,,,,,,,,,,,62934.0,59007.0,77.9,71273.0,3927.0,6.2,
madison county,4412.0,4114.0,5782.0,11112.0,690.0,6934.0,298.0,6472.0,403605.0,11.0,10.3,14.5,1.7,0.7,16.2,164.0,,,,,,,
"madison county, al",,,,,,,,,,,,,,,,,199682.0,195558.0,134.7,80426.0,4124.0,2.1,
"madison county, ar",,,,,,,,,,,,,,,,,7763.0,7577.0,92.3,51233.0,186.0,2.4,
"madison county, fl",,,,,,,,,,,,,,,,,7965.0,7700.0,66.6,46141.0,265.0,3.3,
"madison county, ga",,,,,,,,,,,,,,,,,13371.0,12973.0,80.8,58789.0,398.0,3.0,
"madison county, ia",,,,,,,,,,,,,,,,,8767.0,8486.0,116.0,80887.0,281.0,3.2,
"madison county, id",,,,,,,,,,,,,,,,,23873.0,23408.0,71.9,52224.0,465.0,1.9,
"madison county, il",,,,,,,,,,,,,,,,,130805.0,125657.0,87.9,67441.0,5148.0,3.9,
"madison county, in",,,,,,,,,,,,,,,,,59833.0,57800.0,88.3,58926.0,2033.0,3.4,
"madison county, ky",,,,,,,,,,,,,,,,,46298.0,44569.0,103.0,60994.0,1729.0,3.7,
"madison county, mo",,,,,,,,,,,,,,,,,5312.0,5153.0,72.7,47068.0,159.0,3.0,
"madison county, ms",,,,,,,,,,,,,,,,,53152.0,51524.0,152.8,80641.0,1628.0,3.1,
"madison county, mt",,,,,,,,,,,,,,,,,5102.0,4983.0,106.7,72487.0,119.0,2.3,
"madison county, nc",,,,,,,,,,,,,,,,,10099.0,9751.0,80.2,54137.0,348.0,3.4,
"madison county, ne",,,,,,,,,,,,,,,,,19881.0,19492.0,90.9,63482.0,389.0,2.0,
"madison county, ny",,,,,,,,,,,,,,,,,32611.0,31484.0,87.9,69851.0,1127.0,3.5,
"madison county, oh",,,,,,,,,,,,,,,,,20909.0,20235.0,119.4,78533.0,674.0,3.2,
"madison county, tn",,,,,,,,,,,,,,,,,49138.0,47445.0,87.5,57070.0,1693.0,3.4,
"madison county, tx",,,,,,,,,,,,,,,,,4765.0,4557.0,74.6,53906.0,208.0,4.4,
"madison county, va",,,,,,,,,,,,,,,,,7548.0,7386.0,83.5,71697.0,162.0,2.1,
madison parish,132.0,152.0,-318.0,825.0,3.0,-321.0,-20.0,-315.0,9480.0,13.7,15.8,-33.0,0.3,-2.1,-32.7,14.0,,,,,,,
"madison parish, la",,,,,,,,,,,,,,,,,3463.0,3290.0,60.2,33403.0,173.0,5.0,
magoffin county,131.0,220.0,-48.0,121.0,-2.0,-141.0,-89.0,-50.0,11348.0,11.5,19.3,-4.2,-0.2,-7.8,-4.4,-2.0,,,,,,,
"magoffin county, ky",,,,,,,,,,,,,,,,,3179.0,2836.0,60.2,35669.0,343.0,10.8,
mahaska county,228.0,287.0,37.0,789.0,31.0,-3.0,-59.0,68.0,21971.0,10.4,13.1,1.7,1.4,-2.7,3.1,-12.0,,,,,,,
"mahaska county, ia",,,,,,,,,,,,,,,,,12327.0,12020.0,98.6,68759.0,307.0,2.5,
mahnomen county,64.0,90.0,-40.0,67.0,2.0,-64.0,-26.0,-38.0,5339.0,11.9,16.8,-7.4,0.4,-4.8,-7.1,0.0,,,,,,,
"mahnomen county, mn",,,,,,,,,,,,,,,,,2225.0,2121.0,64.3,52926.0,104.0,4.7,
mahoning county,2361.0,3662.0,558.0,7124.0,264.0,-607.0,-1301.0,822.0,225922.0,10.4,16.2,2.5,1.2,-5.8,3.6,-128.0,,,,,,,
"mahoning county, oh",,,,,,,,,,,,,,,,,97955.0,93256.0,83.3,54774.0,4699.0,4.8,
major county,85.0,122.0,-65.0,97.0,5.0,-100.0,-37.0,-60.0,7536.0,11.2,16.1,-8.6,0.7,-4.9,-7.9,-3.0,,,,,,,
"major county, ok",,,,,,,,,,,,,,,,,3827.0,3736.0,107.1,63840.0,91.0,2.4,
malheur county,386.0,402.0,183.0,3188.0,26.0,181.0,-16.0,209.0,31858.0,12.2,12.7,5.8,0.8,-0.5,6.6,-12.0,,,,,,,
"malheur county, or",,,,,,,,,,,,,,,,,12695.0,12176.0,65.3,49380.0,519.0,4.1,
manassas city,695.0,370.0,-990.0,67.0,556.0,-91.0,325.0,-434.0,42673.0,16.3,8.7,-23.2,13.0,7.6,-10.2,18.0,,,,,,,
"manassas city, va",,,,,,,,,,,,,,,,,21729.0,21178.0,113.8,97722.0,551.0,2.5,
manassas park city,69.0,85.0,-558.0,0.0,156.0,-396.0,-16.0,-402.0,16693.0,4.1,5.0,-33.0,9.2,-0.9,-23.8,22.0,,,,,,,
"manassas park city, va",,,,,,,,,,,,,,,,,9791.0,9550.0,105.8,90816.0,241.0,2.5,
manatee county,3716.0,5348.0,15268.0,6249.0,976.0,15453.0,-1632.0,16244.0,429169.0,8.8,12.7,36.2,2.3,-3.9,38.5,841.0,,,,,,,
"manatee county, fl",,,,,,,,,,,,,,,,,185845.0,180356.0,104.2,72176.0,5489.0,3.0,
"manati municipio, pr",,,,,,,,,,,,,,,,,12200.0,11462.0,,,738.0,6.0,
manatí municipio,,,,,,,,,38741.0,,,,,,,,,,,,,,
manistee county,195.0,379.0,216.0,1261.0,13.0,37.0,-184.0,229.0,25365.0,7.7,15.0,8.5,0.5,-7.3,9.0,-8.0,,,,,,,
"manistee county, mi",,,,,,,,,,,,,,,,,9692.0,9126.0,83.4,55788.0,566.0,5.8,
manitowoc county,732.0,991.0,-88.0,1082.0,82.0,-308.0,-259.0,-6.0,81198.0,9.0,12.2,-1.1,1.0,-3.2,-0.1,-43.0,,,,,,,
"manitowoc county, wi",,,,,,,,,,,,,,,,,40505.0,39374.0,88.5,62910.0,1131.0,2.8,
marathon county,1427.0,1495.0,199.0,1726.0,152.0,200.0,-68.0,351.0,137955.0,10.4,10.8,1.4,1.1,-0.5,2.5,-83.0,,,,,,,
"marathon county, wi",,,,,,,,,,,,,,,,,72542.0,70710.0,99.9,70955.0,1832.0,2.5,
marengo county,226.0,324.0,-90.0,239.0,2.0,-194.0,-98.0,-88.0,18791.0,12.0,17.2,-4.8,0.1,-5.2,-4.7,-8.0,,,,,,,
"marengo county, al",,,,,,,,,,,,,,,,,7626.0,7374.0,76.4,45587.0,252.0,3.3,
maricao municipio,,,,,,,,,4570.0,,,,,,,,,,,,,,
"maricao municipio, pr",,,,,,,,,,,,,,,,,2119.0,1910.0,,,209.0,9.9,
maricopa county,51145.0,43452.0,32979.0,77488.0,15356.0,56395.0,7693.0,48335.0,4555833.0,11.3,9.6,7.3,3.4,1.7,10.7,367.0,,,,,,,
"maricopa county, az",,,,,,,,,,,,,,,,,2371901.0,2293121.0,112.5,83668.0,78780.0,3.3,
maries county,97.0,135.0,47.0,80.0,8.0,15.0,-38.0,55.0,8432.0,11.5,16.0,5.6,0.9,-4.5,6.5,-2.0,,,,,,,
"maries county, mo",,,,,,,,,,,,,,,,,3812.0,3712.0,84.6,54815.0,100.0,2.6,
marin county,2301.0,2168.0,-4319.0,6867.0,940.0,-3124.0,133.0,-3379.0,256154.0,8.9,8.4,-16.8,3.6,0.5,-13.1,122.0,,,,,,,
"marin county, ca",,,,,,,,,,,,,,,,,131097.0,127573.0,148.6,135960.0,3524.0,2.7,
marinette county,357.0,642.0,379.0,685.0,12.0,108.0,-285.0,391.0,41966.0,8.5,15.3,9.0,0.3,-6.8,9.3,2.0,,,,,,,
"marinette county, wi",,,,,,,,,,,,,,,,,19106.0,18388.0,82.4,58554.0,718.0,3.8,
marion county,318.0,474.0,335.0,722.0,0.0,181.0,-156.0,335.0,29182.0,10.9,16.3,11.5,0.0,-5.4,11.5,2.0,,,,,,,
"marion county, al",,,,,,,,,,,,,,,,,13786.0,13452.0,80.0,47742.0,334.0,2.4,
"marion county, ar",,,,,,,,,,,,,,,,,6205.0,5979.0,88.8,49313.0,226.0,3.6,
"marion county, fl",,,,,,,,,,,,,,,,,147268.0,142006.0,78.7,54517.0,5262.0,3.6,
"marion county, ga",,,,,,,,,,,,,,,,,3201.0,3083.0,64.9,47174.0,118.0,3.7,
"marion county, ia",,,,,,,,,,,,,,,,,19129.0,18720.0,105.4,73451.0,409.0,2.1,
"marion county, il",,,,,,,,,,,,,,,,,16733.0,15928.0,76.2,58489.0,805.0,4.8,
"marion county, in",,,,,,,,,,,,,,,,,504140.0,487842.0,94.0,62776.0,16298.0,3.2,
"marion county, ks",,,,,,,,,,,,,,,,,5978.0,5835.0,93.5,64337.0,143.0,2.4,
"marion county, ky",,,,,,,,,,,,,,,,,9296.0,8972.0,90.6,53676.0,324.0,3.5,
"marion county, mo",,,,,,,,,,,,,,,,,13624.0,13291.0,89.0,57635.0,333.0,2.4,
"marion county, ms",,,,,,,,,,,,,,,,,10114.0,9737.0,83.6,44129.0,377.0,3.7,
"marion county, oh",,,,,,,,,,,,,,,,,27290.0,26085.0,89.7,59012.0,1205.0,4.4,
"marion county, or",,,,,,,,,,,,,,,,,168836.0,162048.0,93.7,70861.0,6788.0,4.0,
"marion county, sc",,,,,,,,,,,,,,,,,12663.0,12050.0,58.0,37244.0,613.0,4.8,
"marion county, tn",,,,,,,,,,,,,,,,,12374.0,11894.0,90.0,58686.0,480.0,3.9,
"marion county, tx",,,,,,,,,,,,,,,,,4228.0,4015.0,66.0,47720.0,213.0,5.0,
"marion county, wv",,,,,,,,,,,,,,,,,24962.0,23873.0,108.8,58855.0,1089.0,4.4,
mariposa county,155.0,235.0,-23.0,200.0,34.0,-74.0,-80.0,11.0,17053.0,9.1,13.8,-1.3,2.0,-4.7,0.6,-5.0,,,,,,,
"mariposa county, ca",,,,,,,,,,,,,,,,,7252.0,6923.0,72.7,66513.0,329.0,4.5,
marlboro county,267.0,419.0,-63.0,2591.0,-4.0,-229.0,-152.0,-67.0,26006.0,10.2,16.0,-2.4,-0.2,-5.8,-2.6,-10.0,,,,,,,
"marlboro county, sc",,,,,,,,,,,,,,,,,8090.0,7557.0,61.0,39160.0,533.0,6.6,
marquette county,568.0,806.0,969.0,4164.0,34.0,809.0,-238.0,1003.0,66548.0,8.6,12.2,14.6,0.5,-3.6,15.2,44.0,,,,,,,
